id,feature,weight,chartype,HI,AR,GK,AL,TB,VE,AV,OC,LI,OE,OI,LA,LU,LY,TA,PE,PR,LT,GO,ON,OG,WE,OS,UM
c90,four2,1,standard,1,2,2,2,2,2,2,2,2,5,2,2,1,3,2,4,2,2,5,5,5,2,2,2
c91,freeze,1,standard,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,9,10,10,10,10,18,19
c92,fruit,1,standard,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,21,22,23
c93,full1,1,standard,1,2,3,4,5,6,6,6,6,6,6,6,7,8,5,9,6,6,6,6,6,6,10,6
c94,full2,1,standard,1,2,3,4,5,6,6,6,6,6,6,11,7,8,5,9,6,6,6,6,6,6,10,11
c95,give1,1,standard,1,2,2,3,1,2,2,2,2,4,5,2,1,1,1,2,2,2,4,4,4,2,2,2
c96,give2,1,standard,6,2,7,3,1,7,7,8,8,4,5,7,6,6,1,7,8,8,4,4,4,9,7,7
c97,good,1,standard,1,2,3,4,5,6,6,7,8,9,10,11,6,12,5,6,13,13,9,9,9,14,15,16
c98,grass,1,standard,1,2,3,4,5,6,7,8,9,10,11,12,13,14,5,15,16,9,17,10,10,1,18,19
c99,green1,1,standard,1,2,3,4,5,3,6,3,3,7,8,9,1,10,11,12,3,3,13,7,7,14,15,16
c100,green2,1,standard,1,2,3,4,5,3,6,3,16,7,8,9,1,10,11,12,16,16,13,7,7,14,15,17
c101,guts,1,standard,1,2,2,3,4,2,5,6,7,8,9,2,10,11,12,13,14,15,16,8,8,17,18,19
c102,hand1,1,standard,1,1,1,1,1,1,1,2,2,3,4,5,1,1,1,1,2,2,3,3,3,4,5,5
c103,hand2,1,standard,1,1,1,1,1,6,6,2,2,3,4,5,1,1,1,6,2,2,3,3,3,4,5,5
c104,head,1,standard,1,2,3,4,5,6,6,7,7,8,9,10,11,12,13,14,7,7,8,10,8,9,15,16
c105,heart1,1,standard,1,1,1,2,3,1,1,1,1,1,1,1,1,4,3,5,1,1,1,1,1,6,7,8
c106,heart2,1,standard,1,1,1,2,3,9,9,1,1,10,1,1,1,4,3,5,1,1,10,10,10,6,7,8
c107,how,1,standard,1,2,2,2,3,2,2,2,2,2,2,2,4,5,6,7,2,2,2,2,2,2,8,9
c108,hunt,1,standard,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,9,9,17,18,18,19,20,21
c109,ice,1,standard,1,2,3,4,5,6,7,8,8,7,1,9,10,11,12,13,8,8,14,7,7,1,15,16
c110,in1,1,standard,1,1,1,1,2,3,4,1,1,1,1,1,1,1,2,5,1,6,1,1,1,1,1,1
c111,in2,1,standard,7,1,1,1,2,3,4,1,1,1,1,1,7,7,2,5,1,6,1,1,1,1,1,1
c112,knee1,1,standard,1,1,1,1,1,1,1,2,9,1,1,1,3,4,1,5,6,9,1,1,1,1,7,8
c113,knee2,1,standard,1,1,1,1,1,1,1,2,9,10,11,1,3,4,1,5,6,9,10,10,10,11,7,8
c114,laugh,1,standard,1,2,2,3,4,5,6,7,8,9,10,11,12,13,4,14,15,7,9,9,9,16,17,18
c115,lefthand,1,standard,1,2,3,4,5,6,6,6,7,8,9,10,11,12,5,13,14,15,16,8,8,17,18,18
c116,leg,1,standard,1,2,3,4,5,6,7,8,9,10,11,2,12,13,14,15,16,9,17,18,19,11,20,21
c117,live1,1,standard,1,2,2,3,2,2,2,2,2,4,2,2,5,6,2,2,2,2,4,4,4,2,7,8
c118,live2,1,standard,1,2,9,3,9,9,9,9,10,4,11,9,5,6,9,9,9,12,4,4,4,11,7,8
c119,liver,1,standard,1,16,2,3,4,2,2,5,6,7,8,2,9,10,11,12,2,2,13,7,7,8,14,15
c120,long1,1,standard,1,2,3,4,5,6,6,6,6,7,8,7,9,10,5,6,6,11,7,7,7,12,13,14
c121,long2,1,standard,1,2,3,4,5,6,6,6,15,7,8,7,9,10,5,6,15,11,7,7,7,12,13,14
c122,louse,1,standard,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,9,18,10,10,10,19,20
c123,meat,1,standard,1,2,3,2,2,2,4,2,2,5,6,7,8,9,10,11,2,12,2,13,5,14,15,16
c124,mother,1,standard,1,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,2,2,5,2,2
c125,mountain1,1,standard,1,2,3,4,5,6,6,6,7,8,9,10,11,12,5,13,14,7,15,16,8,10,17,18
c126,mountain2,1,standard,1,2,3,4,5,6,6,19,7,8,9,10,11,12,5,13,14,7,15,16,8,20,17,18
c127,mouth,1,standard,1,2,3,4,5,1,1,6,7,8,9,1,1,10,5,11,6,12,8,8,8,9,13,14
c128,name1,1,standard,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
c129,name2,1,standard,3,1,1,1,1,1,1,1,2,1,1,1,4,4,1,1,1,2,1,1,1,1,1,1
c130,near,1,standard,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,7,16,17,10,10,10,18,19,19
c131,nose,1,standard,1,2,3,4,5,6,6,6,6,6,7,6,8,9,5,6,6,10,11,6,6,12,13,14
c132,not,1,standard,1,2,2,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1
c133,one,1,standard,1,2,2,2,2,9,10,3,4,11,11,11,5,6,2,10,11,4,11,11,11,11,7,8
c134,other,1,standard,1,2,2,3,2,4,4,5,6,10,2,2,7,8,2,4,6,6,10,10,10,2,2,9
c135,pierce,1,standard,1,2,3,4,5,6,7,8,9,10,11,8,12,13,5,14,8,9,15,16,17,18,19,20
c136,play,1,standard,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
c137,push,1,standard,1,2,3,4,5,5,6,7,8,9,10,11,12,13,5,14,15,8,9,9,9,16,17,18
c138,rain1,1,standard,1,2,3,3,3,4,5,6,7,8,9,10,11,12,3,13,14,7,8,8,8,15,16,17
c139,rain2,1,standard,1,2,3,3,18,4,5,6,7,8,9,10,11,12,18,13,14,7,8,8,8,15,16,17
c140,righthand,1,standard,1,2,3,13,4,14,14,14,14,5,15,16,6,7,8,9,10,11,17,12,17,18,16,16
c141,right,1,standard,1,2,3,4,5,6,17,7,8,18,9,18,10,11,12,13,14,15,18,18,18,9,16,18
c142,river,1,standard,1,2,3,4,5,6,7,8,9,10,1,11,1,12,13,7,9,9,10,10,10,1,14,15
c143,root,1,standard,1,2,3,4,5,6,7,8,9,10,11,10,12,13,14,15,9,9,10,10,10,10,16,17
c144,rotten,1,standard,1,2,3,4,5,6,17,7,18,19,8,20,9,10,11,12,13,21,19,22,19,14,15,16
c145,round,1,standard,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,9,18,10,10,11,19,20
c146,rub,1,standard,1,2,3,4,5,6,7,8,8,9,10,11,12,13,14,15,16,17,18,18,9,19,20,21
c147,salt,1,standard,1,2,2,3,11,4,5,2,6,12,13,2,7,8,11,9,2,2,12,12,12,13,10,2
c148,sand,1,standard,1,2,2,3,4,5,6,7,8,2,9,10,11,12,4,13,14,8,15,2,2,16,17,18
c149,scratch,1,standard,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,12,20,21,22,23
c150,see,1,standard,1,2,3,4,5,6,7,8,9,10,11,8,12,13,5,7,8,14,10,10,10,15,16,8
c151,sew,1,standard,1,2,3,4,5,6,7,6,6,6,8,6,9,10,11,12,13,6,6,18,14,15,16,17
c152,short,1,standard,1,2,3,4,5,6,3,7,8,9,10,3,1,11,12,13,14,14,15,16,16,10,17,18
c153,sing,1,standard,1,2,3,4,5,6,7,5,8,9,10,10,11,12,5,13,14,15,9,9,9,10,16,10
c154,smell,1,standard,1,2,2,3,4,5,6,7,8,9,10,2,11,12,4,13,14,2,15,16,9,17,18,19
c155,smoke,1,standard,1,2,3,4,5,17,6,17,17,7,9,17,10,11,12,13,17,17,14,7,7,8,15,16
c156,smooth,1,standard,1,2,3,4,5,6,7,8,8,9,10,3,11,12,13,14,15,8,16,16,16,17,18,19
c157,some,1,standard,1,14,2,3,4,15,5,16,17,18,6,19,7,8,4,15,9,10,18,18,18,11,12,13
c158,spit,1,standard,1,2,3,4,5,6,3,3,3,3,7,3,8,9,10,11,12,3,3,3,3,13,14,15
c159,squeeze,1,standard,1,2,3,4,5,3,6,7,8,9,10,11,12,13,14,15,16,17,9,9,18,10,19,20
c160,stand1,1,standard,1,2,3,4,5,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3
